L,pre,query
10,0.04587293900010536,0.00251128949997792
11,0.05024391199992806,0.003630783100004464
12,0.06496867999999267,0.0036557072999698903
13,0.07163071400009358,0.003636343300001954
14,0.07236513500004094,0.004157777599994006
15,0.10430419499994059,0.004863611999974182
16,0.10529515600001105,0.004936233099988386
17,0.12188633599998866,0.005606425499991019
18,0.17380652999997892,0.007766521799987913
19,0.21323994399995172,0.008026120000010906
20,0.20735343900003045,0.008808039500001995
21,0.28582991799999036,0.012691534900000079
22,0.31135393299996394,0.011738699299996826
23,0.3145167650000076,0.011848871400013648
24,0.3532543110000006,0.013000255100018876
25,0.3622607859999789,0.013199136199989426
26,0.42535324599998603,0.014843882299987853
27,0.5437614010000971,0.017033302700008336
28,0.5763036000000739,0.019687078300012217
29,0.5228727170000411,0.017087603699997088
30,0.6828004950000377,0.020187713600000733
31,0.7599397840000393,0.020545813800015366
32,0.8221034020000388,0.021877730700020942
33,0.7451758060000202,0.022637711200002283
34,0.8972639499999104,0.02334156360001316
35,0.9498908940000774,0.025112589600018963
36,0.9106361490000836,0.02464600639999617
37,1.026261092000027,0.02648216859998911
38,1.066562705000024,0.027562879200002045
39,1.1891814309999518,0.028501499799995146
40,1.3640387100000453,0.03088235729999269
41,1.326731357999961,0.031523255700005845
42,1.4717833659999542,0.03424167440000474
43,1.5641710549999743,0.0347735117999946
44,1.7483051220000334,0.03632369760001666
45,1.784773424999912,0.037409063400014014
46,1.9537732289999212,0.03828049999999621
47,2.075577652999982,0.04056055130004097
48,1.9834245710000005,0.040727081399984405
49,2.220476455999915,0.043408824099981314
50,2.4391637319999973,0.04491999010000427
51,2.5442222399999537,0.04675774629999978
52,2.6647606119998954,0.0460127628000123
53,2.7240374409999504,0.04816897709999921
54,2.7350105369999937,0.04796868999999333
55,3.0275095399999827,0.053596431400001164
56,3.1234308870000405,0.054434789000004
57,3.077800731000025,0.0534682034000184
58,3.474287188999938,0.05630611429997998
59,3.611870516999943,0.05893647389996203
60,3.7705376849999084,0.05931205289999753
61,4.023569612000074,0.06090397300000632
62,4.02787829600004,0.0633468923999999
63,4.1461028889999625,0.06427559909999445
64,4.36780672000009,0.0666633736000108
65,4.770431958000017,0.06992445469999212
66,4.751218356999971,0.0691356080999867
67,5.010861089000059,0.07115597840000874
68,4.989679698000032,0.07139885650000224
69,4.961575229000005,0.07304627149999304
70,5.56353969700001,0.07650924469999155
71,5.528200312999957,0.07690681399998311
72,6.048071524999955,0.0817166390000125
73,6.229841314000055,0.08154576300001963
74,6.320304184999941,0.08437496459998783
75,6.642712808000056,0.08573556949999102
76,6.746366113999898,0.0865040299999805
77,7.081715211999949,0.0876904677999846
78,7.073957087000053,0.08949835979998398
79,7.493912069999965,0.09262673780000341
80,7.668708464000019,0.09423182989996803
81,7.652005620000068,0.09208848250000301
82,8.126116547000038,0.09331289330001481
83,8.331861882999988,0.09894693580002922
84,8.637914303000002,0.10259936210001114
85,8.78805011899999,0.10108627220000697
86,9.053139521999924,0.10758425419999185
87,9.316547465000099,0.10558444589998998
88,9.089897809000036,0.10332634259998487
89,10.01662173200009,0.11057527300004039
90,9.906009736000215,0.11583649630006221
91,10.188102250999918,0.11337919179995878
92,10.769537704999948,0.11423498130000098
93,10.714202876999934,0.11586281939996751
94,11.298813715000051,0.1212919287999739
95,11.579728808000027,0.11657367679997607
96,12.00958427799992,0.12266341749996172
97,11.995128999999906,0.11751399850002145
98,12.564185895000037,0.11726746720000847
99,12.551656076999961,0.12940077059997748
100,13.21313571099995,0.12842909719997805
