D,pre,query
10,0.8781293649999498,0.021478477899972856
11,0.8710706030001347,0.021428347099981693
12,0.9181984150000062,0.02054699039995285
13,0.8954389369998808,0.020553513700042457
14,0.9071865070000058,0.02074257999997826
15,0.8897365390000687,0.02095404200003941
16,0.8816909460001625,0.02018170559997543
17,0.8853093239999907,0.020073131200024366
18,0.8553234390001307,0.020266513000092346
19,0.8629785360001279,0.019270871100002293
20,0.9154266689999986,0.02052358879998337
21,0.8723249039999246,0.019951492500013043
22,0.8840781330000027,0.01866918489993168
23,0.8918971040000088,0.019480482800031493
24,0.8981208150000839,0.018417536699985245
25,0.9027214360000926,0.018596857600050497
26,0.905659008999919,0.01884254400004011
27,0.8979468669999733,0.018855249700004607
28,0.901586855000005,0.017593683300015074
29,0.8922540749999825,0.01819809769999665
30,0.8828822130001299,0.017775463699967985
31,0.9168209169999955,0.018079901099986275
32,0.8616280339999776,0.0169501790999675
33,0.8885873350000111,0.016281764900031703
34,0.8937773220000054,0.016703377000044383
35,0.8957912890000443,0.01602021569997305
36,0.8535846469999342,0.016540283400013324
37,0.8690729909999391,0.01492230320004637
38,0.9169117630001438,0.01627323229997728
39,0.9071530820001499,0.014685411400046179
40,0.8946214569998574,0.013385384900016107
41,0.8803866749999543,0.016435343299986017
42,0.8784786499998063,0.013846244000023943
43,0.889637976000131,0.013933972100039682
44,0.8660502739999174,0.013969858399991607
45,0.8781793129999187,0.014339996199987581
46,0.9126824049999414,0.01390109980000034
47,0.872404066999934,0.013857308400019972
48,0.8835226040000634,0.012804353499996066
49,0.8958858769999551,0.012376331999985269
50,0.8929987459998756,0.012997869400010131
51,0.9192827270001089,0.01346623190001992
52,0.9076471670000501,0.013121174799994148
53,0.9237175870000556,0.012309701599997426
54,0.8934152900001209,0.012664057900087755
55,0.9087112449999495,0.012206611099986732
56,0.8967063079999207,0.011879055799954586
57,0.9108823760000178,0.012446262900039074
58,0.9056015740000021,0.012766342399982023
59,0.8948601849999704,0.011971973799995796
60,0.9210427460000119,0.011720224300051995
61,0.8668046849998063,0.012127463100023305
62,0.9091333139999733,0.01136301529998036
63,0.869360246000042,0.01142914120000569
64,0.887628088999918,0.011793596300071839
65,0.8834556039998915,0.011352251699941009
66,0.9473286589998224,0.012117452899997262
67,0.9259197389999372,0.011509715899933326
68,0.8855037570001514,0.012362273700000514
69,0.9151994700000614,0.01192142709999189
70,0.9095961430000443,0.011260314200012543
71,0.9285533130000658,0.010683862200062323
72,0.8888827870000569,0.011751974100002373
73,0.9075962559998061,0.011182838799982163
74,0.9077345260000129,0.010864906100027837
75,0.9139443139999912,0.010869465800033139
76,0.9213154139999915,0.011198597799921117
77,0.8935873899999933,0.01067103960001532
78,0.8991164579999804,0.010207227100022465
79,0.909613692999983,0.010907109400091031
80,0.858929642000021,0.010970437200035122
81,0.8993088670001725,0.010815661000015098
82,0.9119287589999203,0.010676012499993705
83,0.9096541349999825,0.010999641300008989
84,0.9138223590000507,0.011111234200006948
85,0.941330791999917,0.010685644199998023
86,0.8854845119999482,0.010505365600010917
87,0.9351961150000534,0.0106040992999624
88,0.9281764029999522,0.010555614999998398
89,0.9149374989999615,0.010502490700037014
90,0.9220158320001701,0.01060553049999271
91,0.9228279240001029,0.010740209799973853
92,0.9317214109998986,0.010371742200027257
93,0.9107318779999787,0.01035380190005526
94,0.928856377999864,0.010592247199997473
95,0.9332537699999648,0.010438921499985553
96,0.9170037269998375,0.010575386199934655
97,0.8851268190001065,0.010693227499973547
98,0.8932459079999262,0.010243981100029487
99,0.9593307479999567,0.01053962359999332
100,0.9085473070001626,0.010193540899990692
