N,pre,query
1,0.026999176999993324,0.0025693476000014925
2,0.02144692400000281,0.0020887452999943435
3,0.03664638200001491,0.0025216405000065834
4,0.031761009000007334,0.0023027423999934624
5,0.03613393200001269,0.0025652066000020567
6,0.040596515000004274,0.002657981700002665
7,0.037876534999981004,0.002438075599999934
8,0.03963287399997739,0.002614946700001042
9,0.04262862699999914,0.002480300500002386
10,0.03669882300002314,0.0024162535000016305
11,0.04724485900001696,0.0026950327000065497
12,0.0416554660000088,0.002551838600001588
13,0.044957818000000316,0.0025498646000045254
14,0.04856076999999459,0.0024493395000007466
15,0.04588758799999937,0.0024007484999970076
16,0.05068275099998232,0.0022913144000057174
17,0.04990148100000624,0.002344301400006543
18,0.04610137899999245,0.0022355753999960372
19,0.05844759699999713,0.0024308585000028414
20,0.06034443800001554,0.0024761995000005753
21,0.060447508000009975,0.0024581065000006674
22,0.060011787000007644,0.0023989295000063746
23,0.05965793699999722,0.0023121973999963076
24,0.061145698000018456,0.0023332745000004705
25,0.06897690400001011,0.0026007826000039812
26,0.06816489300001649,0.0027489157000019303
27,0.07562815700001124,0.0030265728999978587
28,0.06420909999999935,0.002542591699995001
29,0.07590982700000382,0.0026797956999956795
30,0.07909507000002236,0.0028582247000031205
31,0.06874781299998745,0.002315370499999858
32,0.08032418999999891,0.0026435987000041905
33,0.07633428700000877,0.002308402399995657
34,0.0886073149999902,0.0026403936999997765
35,0.08297284200000377,0.002419148499998869
36,0.0809258510000177,0.0021931254000037374
37,0.08394252300001881,0.0023039135000004767
38,0.08712388400002169,0.002478628499994784
39,0.1076941569999974,0.00323812499999292
40,0.0936376980000091,0.00275511380000637
41,0.08680043300000762,0.0022661443999965054
42,0.09569728899998609,0.0026679846000035924
43,0.09592571000001726,0.0024748324999961826
44,0.09690459000000828,0.0023046413999963985
45,0.09350202799998897,0.002382092500002386
46,0.09977484300000583,0.002457310500000176
47,0.09577489000000128,0.002137275299998009
48,0.10218388299998082,0.00270849870000518
49,0.09963695199999734,0.0022827613999993443
50,0.10255737400001408,0.0024933305999979894
51,0.10352746399999546,0.0025794805999993287
52,0.104990244999982,0.002377122499999018
53,0.10615345599998705,0.0024576474999975064
54,0.11117975000001934,0.0026681606999943595
55,0.11343911099999104,0.002585835500002531
56,0.11633750300001111,0.0025612325999986745
57,0.11537605200001622,0.002354809499996691
58,0.1212721160000001,0.0026046346000100583
59,0.12474895700000843,0.002479729600003111
60,0.12015286500002276,0.002560812599989504
61,0.12223687599998811,0.0025540265999950402
62,0.13272187199999053,0.002898757799999884
63,0.1370898049999596,0.002905760800001645
64,0.128965930999982,0.0023016623999922103
65,0.1432660579999947,0.0028112597000017558
66,0.13509763400003294,0.002416015500011781
67,0.13458288399999674,0.002501834500009181
68,0.14206343799997967,0.002591982599994935
69,0.14058958800001164,0.0026004675999956816
70,0.1360344150000401,0.0023961165000002892
71,0.14537165100000493,0.0024475304999953093
72,0.14382599999999002,0.0025114555000072866
73,0.14886174299999766,0.0025298385000041886
74,0.15229714499997726,0.002666533700011087
75,0.1492919920000304,0.0024505734999877406
76,0.15404550599998856,0.0026015386999972637
77,0.1485351430000037,0.0023629645000028177
78,0.1446016500000269,0.0020533881999995176
79,0.1596481189999963,0.002678848700014669
80,0.158829078999986,0.0024102975999880983
81,0.1543122460000177,0.002297729400015669
82,0.16136040100002447,0.002460292499995376
83,0.15949173900003188,0.002304728400008571
84,0.16856701600005408,0.0028601247999915816
85,0.1651063029999591,0.002335051299996849
86,0.1685660260000077,0.0026916166000148676
87,0.16760191399998803,0.0022895394999977725
88,0.17480624900002795,0.002758351699986861
89,0.17855127100000345,0.0024328354999965996
90,0.1667476839999722,0.0022434474000135648
91,0.17303701800000226,0.002507661500010272
92,0.16806256500001382,0.002301349300000766
93,0.18361285399998906,0.002798251700005494
94,0.1803563029999964,0.0025245744999949694
95,0.17858676099996273,0.0024234745000057956
96,0.1797089820000224,0.0023480583999912594
97,0.1799246019999714,0.002316243400014173
98,0.18255295400001614,0.00220596339999588
99,0.18496779600002355,0.00245226350002099
100,0.19691709299996774,0.002915576800006647
