L,pre,query
10,0.06140187599999081,0.0020604324000089496
11,0.06942607199999884,0.002264285499995822
12,0.08388240099998256,0.0024609464999912232
13,0.09581269299997075,0.0026978470999836192
14,0.10433404699995208,0.002879666200004749
15,0.1192500839999866,0.0030759258999978555
16,0.12871252000002187,0.003349507200005064
17,0.14823952500000814,0.0034947982000119284
18,0.14892039200003637,0.003735294499995234
19,0.1710127559999819,0.003934910499998523
20,0.19332377799997857,0.004122889499996063
21,0.20174240699998336,0.004288280600002282
22,0.2093745039999817,0.00449976779999588
23,0.2420668839999962,0.0046422076999988356
24,0.2534043259999521,0.00486531820000664
25,0.2609310689999802,0.005081789399991976
26,0.28636964300000045,0.005294775400017215
27,0.309245121999993,0.00557459900000481
28,0.3213765390000276,0.005668638400004511
29,0.35303958200000807,0.005866578600006278
30,0.3643398989999582,0.006103172599989648
31,0.39232966200000874,0.00627476529998603
32,0.41477130299995224,0.006666106199992327
33,0.4242058969999789,0.006661900000000287
34,0.46020153800003527,0.006986462599996911
35,0.48747385600000825,0.007174278200011485
36,0.4925131499999793,0.00727392559999771
37,0.5235572280000156,0.007504382600001235
38,0.5623917620000043,0.007823357700004863
39,0.5702660929999865,0.007835736900011624
40,0.6170095189999643,0.008008907900000395
41,0.6529118410000478,0.00826337700000863
42,0.656696960999966,0.00847145449999971
43,0.7027630210000098,0.008817913000001454
44,0.7145939210000165,0.008954127600009089
45,0.7459116200000153,0.009109390500003655
46,0.7863098239999999,0.009355942400009098
47,0.8238297500000158,0.009442605100002764
48,0.8295188870000061,0.00967012079999563
49,0.8690615709999747,0.00985073010000974
50,0.9369679560000463,0.010297541900007447
51,0.9722013919999881,0.010419277199997622
52,1.0123341979999623,0.010461078100001943
53,0.9928888690000122,0.0107994382000129
54,1.0360111940000252,0.010971712400009891
55,1.0809038399999054,0.011235829099996408
56,1.135860987000001,0.011473146299988456
57,1.1652594949999866,0.011551636799993048
58,1.21788672699995,0.011928846000000702
59,1.2353730570000607,0.011920403599981455
60,1.2692992549999644,0.012294595499997741
61,1.3270395739999685,0.012323727500006498
62,1.3559214860000566,0.012475717799986796
63,1.4068459449999864,0.012851638200004347
64,1.4577173820000553,0.013090279899995495
65,1.4802012229999946,0.013162127200018858
66,1.5093853849999732,0.013349835299993628
67,1.595134061000067,0.013495791699983783
68,1.6278946549999773,0.014010572100028184
69,1.6609271599999147,0.014032844899986687
70,1.6889093730000013,0.014099667600021348
71,1.7684449849999737,0.014363037700002223
72,1.760265663000041,0.01475637700000334
73,1.8826795170000423,0.014862319300004857
74,1.8883777550000787,0.014981909600010113
75,1.9377312530000381,0.01513924839999845
76,2.009279623999987,0.015637828799958696
77,2.074393210999915,0.015725058799989713
78,2.1031946000000517,0.015876459599996905
79,2.1502914380000675,0.0162064358000066
80,2.159493258999987,0.016163040300000375
81,2.2459956980000015,0.016508146399996804
82,2.29153984900006,0.016569733400001497
83,2.3590793949999807,0.017141231900006916
84,2.40750855400006,0.017101145700007692
85,2.434692809000012,0.01745600959999365
86,2.549736144999997,0.017577359999995677
87,2.5355701659999568,0.017664515199999186
88,2.6420196999999916,0.017790919700019007
89,2.6481969760000084,0.018227797999998074
90,2.7258685340000284,0.018558982399986237
91,2.8054532600000357,0.018601631999990785
92,2.778955076999978,0.018552098999987266
93,2.9441626110000243,0.0191248051000116
94,3.135257343000035,0.019067291100020613
95,3.003604127000017,0.019146270199985337
96,3.0997601750000285,0.019415751799988355
97,3.161976357999947,0.01961273809998829
98,3.198356634999982,0.020009445199968924
99,3.2900714070000276,0.02005562259998896
100,3.329654041999902,0.020391423399985342
