D,pre,query
100,0.18312855399994987,0.0031362228999796573
200,0.36463799900002414,0.005978107700025248
300,0.5195328540000901,0.009100798700023916
400,0.716190916999949,0.012130689600007828
500,0.9889839560000837,0.01508346139994501
600,1.0843782379999993,0.018184543299958025
700,1.238930714000162,0.021611110499975435
800,1.3968421320000743,0.024527657299995554
900,1.5276854040000671,0.026751794699930546
1000,1.820641397000145,0.030218959800004087
1100,1.8666961359999732,0.03364202600005228
1200,2.096423959000049,0.037181980199966345
1300,2.181537511999977,0.04005787700000383
1400,2.5317605810000714,0.041979607200005375
1500,2.462809797999853,0.0451197132000516
1600,2.7114280120001695,0.04832921420002094
1700,2.933680761000005,0.05180899939998653
1800,3.129045953999821,0.05502638740001657
1900,3.237133002000064,0.059067289900008285
2000,3.727016826999943,0.06316034539995598
2100,3.5732323229999565,0.06487514850005027
2200,3.8106902299998637,0.0677228093000167
2300,3.9268631019999702,0.07054475000002185
2400,4.148472771000115,0.07413066930000696
2500,4.400748287999932,0.08011058509998746
2600,4.749028665999958,0.08085197560001234
2700,4.799656787999993,0.08465348489994541
2800,4.976318066999966,0.08449505080000107
2900,5.166240576000064,0.089212102700003
3000,5.315197208999962,0.09384162859998924
3100,5.471599185000059,0.10011630450007943
3200,5.6125451850000445,0.09740207380000357
3300,5.922231407000027,0.10292443719997664
3400,6.020393789000082,0.10323502650001046
3500,6.147921408000002,0.10742797200002768
3600,6.239525066000169,0.10981997359992875
3700,6.527572856999996,0.114115702300046
3800,6.490352332999919,0.11696444210001573
3900,6.786915446999956,0.11989839689999826
4000,6.971102973999905,0.12136311280000882
4100,7.006236543999876,0.12541306820000955
4200,7.315109168999925,0.12872262440000667
4300,7.435845860999962,0.13004451410001822
4400,7.869587862000117,0.13583820880000985
4500,7.740170602000035,0.13538120649993743
4600,7.955799068000033,0.14254154609996023
4700,8.364210752999952,0.14517950070001004
4800,8.115611016000003,0.1491185740999981
4900,8.308505247000085,0.15234050010001285
5000,8.5827443390001,0.15530985699999747
5100,9.155783607000103,0.15568956619997606
5200,9.060824446999959,0.1588851522999903
5300,9.219818474000022,0.16027501989999562
5400,9.358468492999918,0.1651830570999664
5500,9.284888447999947,0.16934458479995557
5600,9.875527065999904,0.17359918229994944
5700,9.943875999999818,0.17519042739997984
5800,10.380020769000112,0.17937699010001323
5900,10.200621659000035,0.18338770349998867
6000,10.185655041000018,0.18219160480002755
6100,10.292937492999954,0.1853502038999295
6200,10.899283151999953,0.19031001090002064
6300,10.567783658999815,0.19097368920006375
6400,10.738512734999858,0.1977258794000136
6500,11.203076145000068,0.19694815399998333
6600,11.27235533000021,0.19940135740007467
6700,11.581602601999748,0.20648918200004115
6800,11.59952558499981,0.21216561640003417
6900,11.80738947000009,0.20974783800002114
7000,11.975814735999847,0.21752099380000797
7100,12.037988526999925,0.2149166351999611
7200,12.461243731000195,0.223010676199965
7300,12.479514302000098,0.22549384269996153
7400,12.968308077000074,0.22329709840005305
7500,12.855311255999823,0.22745745510005688
7600,12.951843727999858,0.22888442800008307
7700,13.045958966999933,0.29883174250007866
7800,13.352314786000079,0.2424857493001127
7900,13.532961316000183,0.2455288983000173
8000,13.716311659999974,0.2481316169999445
8100,13.975699017000352,0.24652186099988282
8200,14.247029830999963,0.2488637114000994
8300,14.761286566999843,0.2507547546999831
8400,14.708432063000146,0.25750243280003815
8500,14.607897127999877,0.26166352350005584
8600,14.578970670999752,0.2605681116000142
8700,15.076783831999819,0.26948262629989583
8800,15.19846767800027,0.27223308299990095
8900,15.661336448999919,0.2831655727999987
9000,15.860234855000272,0.280336890199942
9100,15.593042377000074,0.27955375849996933
9200,15.228520969000328,0.27778186550003736
9300,16.283421497999825,0.35918516229999115
9400,16.05748765899989,0.28770848470007876
9500,16.92064812300032,0.29240715069990986
9600,16.828868818000046,0.2878904316999524
9700,16.709936354000092,0.2944789387000583
9800,16.721866310999758,0.31035541980008924
9900,16.974010647999876,0.2996256281001024
10000,16.855608534000112,0.2993326808999882
