D,pre,query
100,0.8932670629999961,0.010300102900004049
200,0.9680882859999826,0.010804381199997694
300,0.9607903880000208,0.011265680200006045
400,1.0013712869999836,0.01180101149999473
500,1.0344051289999925,0.01206309839999733
600,1.0649707000000035,0.012760484700001485
700,1.1012345259999847,0.013151676500004327
800,1.0856467179999925,0.013747706699993499
900,1.1442984569999908,0.0141687404000038
1000,1.1888513369999885,0.01478204799999787
1100,1.2205211679999763,0.015333583599999655
1200,1.241495824999987,0.01566516070000432
1300,1.2651729680000017,0.016274065299995755
1400,1.2959199910000052,0.01698907930000075
1500,1.303557899999987,0.017107393699996008
1600,1.3443817069999966,0.01783706909999694
1700,1.402997737999982,0.01842967529999555
1800,1.4098624529999881,0.018911320099999785
1900,1.4302818400000206,0.019397368299999586
2000,1.415302287000003,0.01997129459999769
2100,1.4724038040000096,0.020464882799998918
2200,1.4997681559999876,0.020935415100001364
2300,1.5858591700000204,0.02153652629999954
2400,1.5751182959999994,0.02208858289999966
2500,1.649977745000001,0.022467690999999942
2600,1.6330779339999992,0.0230384827000023
2700,1.6779476909999858,0.023735621700001274
2800,1.6522352119999937,0.024114064300005112
2900,1.7593700129999945,0.02440367600000002
3000,1.7689067860000023,0.025378369500000986
3100,1.743985935000012,0.02555551690000186
3200,1.7798146789999976,0.02598955019999778
3300,1.8871445789999939,0.02648179280000136
3400,1.8547846209999932,0.027064143200001924
3500,1.9175025649999782,0.027717078899993912
3600,1.9573683339999945,0.028212760700006355
3700,1.8932089420000011,0.02862008289999949
3800,1.9335784020000233,0.029053814299999203
3900,1.9662364309999987,0.02955427880000343
4000,2.0834840119999853,0.030904146099999256
4100,2.008072421999998,0.030718460700006743
4200,2.111402025000018,0.03135207680001599
4300,2.1617140519999793,0.031788034900006326
4400,2.1839816770000198,0.03235532909999393
4500,2.235701271000039,0.03376943740000797
4600,2.2378703100000052,0.03419684830000165
4700,2.3188814819999948,0.03397432690001097
4800,2.2076302069999656,0.0349286657999869
4900,2.3138077550000276,0.034872723200010114
5000,2.329403488999958,0.03542358189998822
5100,2.4094533990000286,0.03600371559999189
5200,2.407979351999984,0.03731380899999977
5300,2.393352397000001,0.036753020599996945
5400,2.446914621000019,0.03720943829999897
5500,2.444958354999983,0.03804560070000775
5600,2.5318031360000077,0.03834360980000611
5700,2.6607741590000273,0.03904437850000022
5800,2.51712667999999,0.03987421600000403
5900,2.5223736309999936,0.03959732170000052
6000,2.6256913029999964,0.040832815099997796
6100,2.716554857999995,0.04100019239999711
6200,2.674610331999986,0.041740618699998316
6300,2.6679287000000045,0.04276425599999811
6400,2.6299555310000073,0.04337436020000496
6500,2.782932337000034,0.04341238889999772
6600,2.7984334070000045,0.0439111964999995
6700,2.8292135869999697,0.042841997400012134
6800,2.8314015549999567,0.044129100699990445
6900,2.7808280959999934,0.04507886439999424
7000,2.7863795450000453,0.04560170219999122
7100,2.934838961999958,0.04614311479999174
7200,2.921340318000034,0.046460404800006926
7300,2.9722257950000426,0.04794184030000678
7400,3.0090630739999824,0.047320579600000204
7500,3.0529415160000326,0.04789501710000081
7600,3.072353187000033,0.04921619639999904
7700,3.1311229760000288,0.04943881699999792
7800,3.1527589500000204,0.049991319999998035
7900,3.140907774000027,0.050327278700007125
8000,3.2540547919999767,0.0505030210999962
8100,3.0961513369999807,0.05082768560001228
8200,3.1751159920000305,0.05303583910000498
8300,3.221822323999959,0.052889816799995513
8400,3.358277450999992,0.0547796509999955
8500,3.340237381999998,0.05493604170000027
8600,3.3695944080000118,0.05489201230000731
8700,3.51841329399997,0.05624076299999388
8800,3.4958710839999867,0.05609524609999426
8900,3.585476811000035,0.05754963790000147
9000,3.5642681979999793,0.056817760600006297
9100,3.5053386270000146,0.05846893360000535
9200,3.5789334780000104,0.057547513700018274
9300,3.6351371130000416,0.05881890410000778
9400,3.6105351799999994,0.05995004890000359
9500,3.806921536999994,0.06122770109998896
9600,3.6963964839999903,0.06279862849999632
9700,3.741599825000037,0.06200420619999818
9800,3.95788915899999,0.06305255219999709
9900,3.8382611260000203,0.06358173799999349
10000,3.965549452999994,0.06305260029999998
